TurId;Dato;Fylke;Område;Kommune;Holdeplass_Fra;Holdeplass_Til;Linjetype;Linjefylke;Linjenavn;Linjeretning;Tidspunkt_Faktisk_Ankomst_Holdeplass_Fra;Tidspunkt_Faktisk_Avgang_Holdeplass_Fra;Tidspunkt_Planlagt_Ankomst_Holdeplass_Fra;Tidspunkt_Planlagt_Avgang_Holdeplass_Fra;Kjøretøy_Kapasitet;Passasjerer_Ombord
14003-2020-07-25T10:49:00+02:00;25/07/2020;Viken;Vest;Bærum;Høvik skole;Høvikveien;Lokal;Viken;130;0;10:59:57;11:00:05;10:59:00;10:59:00;130;3
49001-2020-08-16T15:56:00+02:00;16/08/2020;Viken;Nordøst;Aurskog-Høland;Tusenårsparken;Bjørkelangen vgs.;Lokal;Viken;485;1;15:57:27;15:57:51;15:57:00;15:57:00;106;1
45005-2020-07-30T16:30:00+02:00;30/07/2020;Viken;Nordøst;Nes;Rød (Plattform A);Nikevegen;Lokal;Viken;450;0;16:46:34;16:50:12;16:48:00;16:48:00;106;6
45002-2020-07-21T23:36:00+02:00;21/07/2020;Viken;Nordøst;Ullensaker;Skogtun;Bekkebakken;Lokal;Viken;450;1;23:47:24;23:47:31;23:45:00;23:45:00;106;4
14012-2020-07-28T15:54:00+02:00;28/07/2020;Viken;Vest;Bærum;Nordjordet;Snaret;Lokal;Viken;140;1;16:10:05;16:10:09;16:07:00;16:07:00;130;2
40008-2020-08-21T13:52:00+02:00;21/08/2020;Viken;Nordøst;Gjerdrum;Veståsen skole;Bekkeberget;Lokal;Viken;400;1;15:01:02;15:02:10;15:11:00;15:11:00;106;8
14011-2020-08-17T06:19:00+02:00;17/08/2020;Viken;Vest;Bærum;Nadderudhallen;Bekkestua bussterminal (Plattform A);Lokal;Viken;140;1;06:36:21;06:36:29;06:31:00;06:31:00;130;1
40044-2020-06-22T21:51:00+02:00;22/06/2020;Oslo;Nordøst;Alna;Ulvenkrysset  (mot Helsfyr);Teisenkrysset  (mot Helsfyr);Lokal;Viken;400;0;23:00:45;23:00:48;23:24:00;23:24:00;106;4
40033-2020-08-13T18:51:00+02:00;13/08/2020;Oslo;Indre By;Gamle Oslo;Etterstadgata  (mot Galgeberg);Vålerenga  (mot Galgeberg);Lokal;Viken;400;0;20:06:36;20:06:44;20:28:00;20:28:00;106;7
40002-2020-08-19T06:52:00+02:00;19/08/2020;Viken;Nordøst;Gjerdrum;Fjelly;Bråtasletta;Lokal;Viken;400;1;07:34:22;07:34:23;07:59:00;07:59:00;106;2
40010-2020-07-17T10:47:00+02:00;17/07/2020;Oslo;Nordøst;Alna;Furuset skole (Nordsiden E6 mot sentrum);Trosterud  (E6 mot Helsfyr);Lokal;Viken;400;0;11:28:00;11:28:01;11:51:00;11:51:00;106;14
40032-2020-07-23T22:22:00+02:00;23/07/2020;Viken;Nordøst;Gjerdrum;Vestby;Kokstad nedre;Lokal;Viken;400;1;23:24:28;23:24:34;23:46:00;23:46:00;106;0
14006-2020-07-24T07:54:00+02:00;24/07/2020;Viken;Vest;Bærum;Marstranderveien;Lillengveien;Lokal;Viken;140;1;08:00:26;08:00:31;07:59:00;07:59:00;130;-2
40031-2020-08-28T11:22:00+02:00;28/08/2020;Oslo;Nordøst;Alna;Trosterud  (E6 mot Furuset);Furuset skole  (sydsiden E6 fra sentrum);Lokal;Viken;400;1;11:40:20;11:40:44;11:36:00;11:36:00;106;8
14003-2020-08-12T20:02:00+02:00;12/08/2020;Viken;Vest;Bærum;Stallkroa;Øvrevoll;Lokal;Viken;140;0;20:26:26;20:27:44;20:23:00;20:23:00;130;0
14002-2020-07-31T19:02:00+02:00;31/07/2020;Viken;Vest;Bærum;Nordjordet;Stallkroa;Lokal;Viken;140;0;19:24:13;19:24:37;19:22:00;19:22:00;130;13
40053-2020-07-02T16:02:00+02:00;02/07/2020;Viken;Nordøst;Lillestrøm;Selmer;Prost Stabels vei;Lokal;Viken;400;1;16:42:43;16:42:47;16:56:00;16:56:00;106;15
40051-2020-08-13T05:57:00+02:00;13/08/2020;Viken;Nordøst;Lillestrøm;Veibrån;Lund i Brånåsdalen;Lokal;Viken;400;0;06:31:49;06:31:52;06:31:00;06:31:00;106;16
4601-2020-08-15T17:17:00+02:00;15/08/2020;Oslo;Vest;Vestre Aker;Sagstua  (mot Bogstad);Himstadplassen  (fra Jarbakken);Lokal;Oslo;45;1;17:29:44;17:29:49;17:30:00;17:30:00;71;-7
40031-2020-08-30T16:51:00+02:00;30/08/2020;Viken;Nordøst;Nannestad;Gangfløtt;Grani;Lokal;Viken;400;0;17:09:57;17:09:59;17:08:00;17:08:00;106;2
4607-2020-07-11T14:32:00+02:00;11/07/2020;Oslo;Vest;Vestre Aker;Bernhard Herres vei  (mot Gressbanen);Holmendammen  (mot Gressbanen);Lokal;Oslo;45;1;14:38:13;14:38:18;14:37:00;14:37:00;71;13
14004-2020-08-01T18:02:00+02:00;01/08/2020;Oslo;Vest;Ullern;Skøyen stasjon  (under broen mot sentrum);Skøyen (Askekroken) (plf H);Lokal;Viken;140;0;18:41:19;18:41:53;18:36:00;18:36:00;130;4
40005-2020-07-24T15:52:00+02:00;24/07/2020;Viken;Nordøst;Nannestad;Engelstad (mot Gardermoen);Garder;Lokal;Viken;400;1;17:08:37;17:08:40;17:30:00;17:30:00;106;0
15053-2020-08-26T07:09:00+02:00;26/08/2020;Viken;Vest;Bærum;Sleiverudåsen (kun for Hastop);Guldbrandslia;Ekspress;Viken;150E;0;07:11:46;07:11:51;07:12:00;07:12:00;112;2
6002-2020-06-30T07:25:00+02:00;30/06/2020;Oslo;Indre By;Gamle Oslo;Tøyenkirken  (mot Grønland);Norbygata  (mot Grønland);Lokal;Oslo;60;1;07:55:43;07:56:27;07:56:00;07:56:00;33;3
6002-2020-06-28T13:55:00+02:00;28/06/2020;Oslo;Nordøst;Bjerke;Tonsenhagen  (fra Stig);Kolåsbakken  (mot Linderud);Lokal;Oslo;60;1;13:45:07;13:56:03;13:55:00;13:55:00;77;-2
34006-2020-08-02T18:01:00+02:00;02/08/2020;Viken;Nordøst;Lillestrøm;Bjørnsons gate;Nittedalsgata (mot Lillestrøm);Lokal;Viken;340;0;18:32:02;18:32:08;18:28:00;18:28:00;105;10
10009-2020-06-15T22:29:00+02:00;15/06/2020;Viken;Nordøst;Lillestrøm;Jenseberget;Sagdalen;Lokal;Viken;100;0;22:43:24;22:43:29;22:42:00;22:42:00;151;6
10003-2020-08-27T20:59:00+02:00;27/08/2020;Viken;Nordøst;Lillestrøm;Vestbygata;Bjørnsons gate;Lokal;Viken;100;0;21:05:43;21:06:10;21:04:00;21:04:00;151;3
10007-2020-07-18T13:14:00+02:00;18/07/2020;Viken;Nordøst;Lørenskog;Vittenberg;Ahus;Lokal;Viken;100;0;13:35:19;13:35:24;13:35:00;13:35:00;151;6
12014-2020-07-03T20:15:00+02:00;03/07/2020;Viken;Nordøst;Rælingen;Dovre fabrikker;Norum;Lokal;Viken;310;0;20:18:40;20:19:02;20:18:00;20:18:00;72;1
10003-2020-06-29T10:54:00+02:00;29/06/2020;Viken;Nordøst;Lørenskog;Visperud (mot Furuset);Karihaugen  (mot Furuset);Lokal;Viken;100;0;11:26:15;11:26:42;11:26:00;11:26:00;151;14
47005-2020-07-28T19:13:00+02:00;28/07/2020;Viken;Nordøst;Aurskog-Høland;Momoen;Mo;Lokal;Viken;480;0;19:40:10;19:40:15;19:39:00;19:39:00;106;1
10001-2020-07-23T16:50:00+02:00;23/07/2020;Oslo;Nordøst;Alna;Smalvollveien  (mot Vollaveien);Alna senter  (mot Alfaset);Lokal;Viken;100;1;17:05:15;17:05:23;17:05:00;17:05:00;151;24
34003-2020-07-23T13:16:00+02:00;23/07/2020;Viken;Nordøst;Lillestrøm;Tandberg;Selmer;Lokal;Viken;340;1;13:37:15;13:37:19;13:35:00;13:35:00;105;0
10031-2020-08-08T12:54:00+02:00;08/08/2020;Oslo;Nordøst;Alna;Sam Eydes vei  (mot Kjelsrud);IKEA Furuset  (mot Kjelsrud);Lokal;Viken;100;0;13:35:21;13:35:25;13:35:00;13:35:00;151;12
10004-2020-07-24T04:59:00+02:00;24/07/2020;Viken;Nordøst;Lørenskog;Vittenberg;Ahus;Lokal;Viken;100;0;05:20:49;05:20:54;05:20:00;05:20:00;151;6
10005-2020-08-05T09:10:00+02:00;05/08/2020;Viken;Nordøst;Lillestrøm;Brauterkrysset;Nordsnoveien;Lokal;Viken;100;1;10:11:21;10:11:28;10:10:00;10:10:00;151;-3
10004-2020-07-01T20:45:00+02:00;01/07/2020;Viken;Nordøst;Lillestrøm;Sagdalen;Jenseberget;Lokal;Viken;100;1;21:36:22;21:36:49;21:31:00;21:31:00;151;25
6007-2020-06-30T18:10:00+02:00;30/06/2020;Oslo;Indre By;Gamle Oslo;Tøyen skole  (Plf D. fra Kampen);Tøyenkirken  (mot Grønland);Lokal;Oslo;60;1;18:43:03;18:43:09;18:40:00;18:40:00;77;1
10008-2020-08-04T18:44:00+02:00;04/08/2020;Oslo;Nordøst;Bjerke;Haraldrudveien  (mot Ulvenveien);Persveien  (mot Ulvenkrysset);Lokal;Viken;100;0;19:38:46;19:38:54;19:34:00;19:34:00;151;24
39502-2020-06-24T17:56:00+02:00;24/06/2020;Viken;Nordøst;Nittedal;Tjernslia;Gamle Trondheimsvei;Lokal;Viken;395;0;18:51:38;18:51:48;18:50:00;18:50:00;47;1
12012-2020-07-07T11:00:00+02:00;07/07/2020;Viken;Nordøst;Lillestrøm;Strømmen stasjon (Plattform 2);Strømmen storsenter;Lokal;Viken;381;0;11:12:19;11:12:49;11:10:00;11:10:00;72;4
40010-2020-08-27T07:50:00+02:00;27/08/2020;Viken;Nordøst;Nannestad;Lunde;Steinmo;Lokal;Viken;410;0;08:03:48;08:04:12;08:00:00;08:00:00;106;7
47003-2020-06-22T15:57:00+02:00;22/06/2020;Viken;Nordøst;Lillestrøm;Gransveien;Kringenveien;Lokal;Viken;470;0;16:33:47;16:33:57;16:32:00;16:32:00;106;14
42503-2020-06-03T15:03:00+02:00;03/06/2020;Viken;Nordøst;Ullensaker;Dragvoll;Trøgstad;Lokal;Viken;425;0;15:09:42;15:10:07;15:09:00;15:09:00;80;-7
40021-2020-06-10T07:25:00+02:00;10/06/2020;Viken;Nordøst;Nannestad;Steinmo;Svenneby;Lokal;Viken;410;0;07:37:27;07:37:31;07:35:00;07:35:00;106;3
12007-2020-07-19T12:00:00+02:00;19/07/2020;Viken;Nordøst;Lillestrøm;Kurbadet;Kastellveien;Lokal;Viken;381;0;12:18:54;12:19:00;12:15:00;12:15:00;72;0
40009-2020-08-03T18:51:00+02:00;03/08/2020;Viken;Nordøst;Nannestad;Eskerud;Furuheim;Lokal;Viken;410;1;19:24:38;19:24:41;19:25:00;19:25:00;106;0
40010-2020-06-02T10:51:00+02:00;02/06/2020;Viken;Nordøst;Nannestad;Nordbykrysset;Eskerud;Lokal;Viken;410;1;11:25:18;11:25:21;11:24:00;11:24:00;106;3
40002-2020-06-10T08:01:00+02:00;10/06/2020;Viken;Nordøst;Nannestad;Evangeliehuset;Nordbyteiet;Lokal;Viken;410;1;08:11:25;08:11:29;08:09:00;08:09:00;106;28
36504-2020-07-20T07:28:00+02:00;20/07/2020;Viken;Nordøst;Lillestrøm;Knatten;Sørvald;Lokal;Viken;365;1;07:49:31;07:49:34;07:52:00;07:52:00;75;0
36516-2020-08-01T10:21:00+02:00;01/08/2020;Viken;Nordøst;Lillestrøm;Søndre Berger (PON);Lurudveien (i Bølerveien) NY fra 20190630;Lokal;Viken;365;0;10:49:59;10:50:05;10:55:00;10:55:00;75;1
12012-2020-08-17T08:00:00+02:00;17/08/2020;Viken;Nordøst;Lillestrøm;Bernt Ankers vei;Strømmen kirke;Lokal;Viken;381;0;08:18:18;08:18:41;08:16:00;08:16:00;72;5
40034-2020-06-05T15:55:00+02:00;05/06/2020;Viken;Nordøst;Nannestad;Låvegghellinga;Slemdal;Lokal;Viken;410;1;16:04:18;16:04:23;16:02:00;16:02:00;106;2
36512-2020-08-01T06:58:00+02:00;01/08/2020;Viken;Nordøst;Lillestrøm;Festiviteten;Sørumsand stasjon (Plattform 2);Lokal;Viken;365;1;07:30:59;07:31:05;07:35:00;07:35:00;75;1
34009-2020-06-20T20:59:00+02:00;20/06/2020;Viken;Nordøst;Lillestrøm;Furulund;Vinsnes;Lokal;Viken;320;0;21:07:23;21:07:31;21:07:00;21:07:00;105;3
27006-2020-08-01T10:35:00+02:00;01/08/2020;Viken;Vest;Asker;Asker stasjon (Plattform 2);Fusdal;Lokal;Viken;285;1;10:33:50;10:35:58;10:35:00;10:35:00;70;5
40007-2020-08-18T16:47:00+02:00;18/08/2020;Viken;Nordøst;Nannestad;Brotno;Finstad skole;Ekspress;Viken;400E;1;17:40:42;17:40:43;18:21:00;18:21:00;106;2
40011-2020-07-31T14:55:00+02:00;31/07/2020;Viken;Nordøst;Nannestad;Røtterud;Oserud;Lokal;Viken;410;0;15:07:03;15:07:06;15:06:00;15:06:00;106;5
36515-2020-06-09T23:51:00+02:00;09/06/2020;Viken;Nordøst;Lillestrøm;Nedre Valsringen;Øvre Valsringen;Lokal;Viken;365;0;23:56:16;23:56:19;23:53:00;23:53:00;75;0
39001-2020-08-29T06:06:00+02:00;29/08/2020;Oslo;Nordøst;Grorud;Grorudkrysset  (mot syd);Ammerud  (mot Kalbakken);Lokal;Viken;390;0;06:43:17;06:43:43;06:42:00;06:42:00;115;18
7404-2020-08-30T15:53:00+02:00;30/08/2020;Oslo;Sør;Nordstrand;Bekkelagshjemmet  (mot Holtet);Holtet  (mot Raschs vei);Lokal;Oslo;74;0;16:12:40;16:13:05;16:08:00;16:08:00;72;4
36505-2020-08-19T07:50:00+02:00;19/08/2020;Viken;Nordøst;Lillestrøm;Fossmoen;Haglund bru;Lokal;Viken;370A;0;08:15:00;08:15:05;08:10:00;08:10:00;75;34
55016-2020-07-02T06:15:00+02:00;02/07/2020;Viken;Sør;Nordre Follo;Brokkenhus;Sværsvann bru (I Enebakkveien);Lokal;Viken;550;0;06:48:38;06:48:42;06:47:00;06:47:00;80;6
3718-2020-08-21T07:59:00+02:00;21/08/2020;Oslo;Indre By;Gamle Oslo;Harald Hårdrådes plass  (mot Galgeberg);Galgeberg  (mot Etterstad);Lokal;Oslo;37;0;08:29:19;08:29:51;08:27:00;08:27:00;106;-2
55002-2020-06-12T17:45:00+02:00;12/06/2020;Viken;Sør;Enebakk;Østby;Svenskerud;Lokal;Viken;550;1;18:39:35;18:39:35;18:32:00;18:32:00;80;1
39024-2020-08-04T08:48:00+02:00;04/08/2020;Viken;Nordøst;Nittedal;Bliksrud;Åneby;Lokal;Viken;390;0;08:59:43;08:59:46;08:59:00;08:59:00;115;2
39021-2020-07-08T10:24:00+02:00;08/07/2020;Viken;Nordøst;Nittedal;Kjul;Kirkeby;Lokal;Viken;385;0;10:29:04;10:29:10;10:29:00;10:29:00;115;5
7402-2020-06-19T15:49:00+02:00;19/06/2020;Oslo;Sør;Nordstrand;Bekkelagshjemmet  (mot Kværner);Ekeberghallen  (mot Kværner);Lokal;Oslo;74;1;16:08:02;16:08:27;16:08:00;16:08:00;72;6
7404-2020-08-05T00:38:00+02:00;04/08/2020;Oslo;Sør;Nordstrand;Bakkerudveien  (mot Munkerud);Freidigveien  (mot Munkerud);Lokal;Oslo;74;0;25:00:38;25:00:45;25:00:00;25:00:00;72;1
39008-2020-06-08T07:48:00+02:00;08/06/2020;Viken;Nordøst;Nittedal;Hakadal stasjon;Sagstua;Lokal;Viken;390;0;07:54:25;07:54:53;07:53:00;07:53:00;112;0
55006-2020-08-30T00:15:00+02:00;29/08/2020;Viken;Sør;Enebakk;Vestby bru;Vågsenteret;Lokal;Viken;550;1;25:06:17;25:06:47;24:58:00;24:58:00;80;4
39034-2020-06-11T11:25:00+02:00;11/06/2020;Oslo;Nordøst;Bjerke;Øvre Lunden  (mot Veitvet);Linderudsletta  (mot Veitvet);Lokal;Viken;390;1;11:41:30;11:41:31;11:40:00;11:40:00;112;14
55030-2020-06-16T15:05:00+02:00;16/06/2020;Viken;Sør;Nordre Follo;Bindingsvann;Furuberget;Lokal;Viken;550;1;15:40:10;15:40:13;15:39:00;15:39:00;80;6
39030-2020-07-02T10:23:00+02:00;02/07/2020;Viken;Nordøst;Lørenskog;Knatten (Solheimsveien);Kloppaveien;Lokal;Viken;385;1;10:24:44;10:24:50;10:24:00;10:24:00;112;0
39026-2020-06-08T09:24:00+02:00;08/06/2020;Viken;Nordøst;Lørenskog;Ahus;Kloppaveien;Lokal;Viken;385;0;10:06:56;10:07:30;10:05:00;10:05:00;115;-10
39018-2020-07-01T07:54:00+02:00;01/07/2020;Viken;Nordøst;Nittedal;Morteveien;Mortens kro;Lokal;Viken;385;0;08:10:14;08:10:18;08:10:00;08:10:00;115;9
3710-2020-08-12T07:15:00+02:00;12/08/2020;Oslo;Indre By;Sagene;Bjølsen  (mot Sagene);Advokat Dehlis plass  (mot Bentsebrua);Lokal;Oslo;37;0;07:19:39;07:20:07;07:19:00;07:19:00;106;3
39028-2020-08-11T16:48:00+02:00;11/08/2020;Viken;Nordøst;Nittedal;Herzeth;Haug;Lokal;Viken;390;0;16:50:30;16:50:53;16:50:00;16:50:00;112;2
55014-2020-06-26T13:25:00+02:00;26/06/2020;Viken;Nordøst;Rælingen;Tomter;Nordby skole;Lokal;Viken;350;1;13:37:25;13:37:43;13:37:00;13:37:00;80;5
55016-2020-06-17T07:50:00+02:00;17/06/2020;Viken;Nordøst;Rælingen;Skovholt;Ramstad;Lokal;Viken;350;0;08:06:03;08:06:07;08:05:00;08:05:00;80;2
12002-2020-08-21T23:51:00+02:00;21/08/2020;Oslo;Nordøst;Grorud;Romsåsfoten;Fossumveien / Ukjent navn;Lokal;Viken;120;1;23:53:40;23:53:43;23:52:00;23:52:00;72;2
55011-2020-07-02T15:35:00+02:00;02/07/2020;Viken;Nordøst;Rælingen;Jahr;Ramstad;Lokal;Viken;350;1;15:52:24;15:52:27;15:51:00;15:51:00;80;2
12004-2020-08-22T23:08:00+02:00;22/08/2020;Viken;Nordøst;Lørenskog;Knatten (Solheimsveien);Lørenskog sentrum (plattform 4);Lokal;Viken;315;0;23:17:59;23:18:23;23:18:00;23:18:00;72;2
3410-2020-08-05T16:29:00+02:00;05/08/2020;Oslo;Indre By;St.Hanshaugen;Sagene  (fra Tåsen);Arkitekt Rivertz plass  (mot sentrum);Lokal;Oslo;34;0;17:05:35;17:06:32;16:33:00;16:33:00;106;2
43011-2020-08-20T07:51:00+02:00;20/08/2020;Viken;Nordøst;Eidsvoll;Movegen;Dal skole;Skole;Viken;3872;0;08:10:56;08:11:01;08:10:00;08:10:00;106;16
55002-2020-07-14T16:30:00+02:00;14/07/2020;Viken;Nordøst;Rælingen;Fjerdingby (Plattform 1);Kirkeby;Lokal;Viken;350;0;16:39:51;16:40:29;16:40:00;16:40:00;80;20
55001-2020-07-31T21:30:00+02:00;31/07/2020;Viken;Sør;Enebakk;Flatebysenteret;Hagenveien;Lokal;Viken;350;0;21:57:34;21:57:44;21:57:00;21:57:00;80;8
47002-2020-07-16T05:13:00+02:00;16/07/2020;Viken;Nordøst;Aurskog-Høland;Larsbråten;Tunsjøen;Ekspress;Viken;480E;0;05:43:56;05:43:58;05:44:00;05:44:00;106;11
55007-2020-08-22T11:30:00+02:00;22/08/2020;Viken;Sør;Enebakk;Bjerke;Gjeddevannsveien;Lokal;Viken;350;1;11:43:53;11:44:29;11:45:00;11:45:00;80;4
55006-2020-08-03T09:00:00+02:00;03/08/2020;Viken;Nordøst;Rælingen;Kirkeby;Holt;Lokal;Viken;350;0;09:13:30;09:13:31;09:11:00;09:11:00;80;5
12003-2020-08-05T05:28:00+02:00;05/08/2020;Viken;Nordøst;Lørenskog;Lørenskog stasjon  (mot Stovner);Stovner bru  (mot Stovner T);Lokal;Viken;120;0;05:45:54;05:46:23;05:46:00;05:46:00;115;0
55009-2020-08-18T19:30:00+02:00;18/08/2020;Viken;Sør;Enebakk;Bjerke;Gjeddevannsveien;Lokal;Viken;350;0;20:02:32;20:02:59;20:00:00;20:00:00;80;5
12009-2020-08-27T20:28:00+02:00;27/08/2020;Oslo;Nordøst;Stovner;Stovnerbakken;Johnny Svorkmos vei  (mot Stovner T);Lokal;Viken;120;0;20:50:27;20:50:35;20:49:00;20:49:00;72;6
27055-2020-07-21T14:50:00+02:00;21/07/2020;Viken;Vest;Asker;Ravnsborg;Hvalstad;Lokal;Viken;270;1;15:07:05;15:07:42;15:05:00;15:05:00;80;12
55008-2020-08-13T16:05:00+02:00;13/08/2020;Viken;Nordøst;Rælingen;Logn;Borgen;Lokal;Viken;350;1;16:34:36;16:34:40;16:33:00;16:33:00;80;6
12014-2020-08-19T08:38:00+02:00;19/08/2020;Viken;Nordøst;Lørenskog;Fjellhamar stasjon;Arne Garborgs vei;Lokal;Viken;315;0;08:42:00;08:42:09;08:42:00;08:42:00;72;4
3403-2020-08-19T05:57:00+02:00;19/08/2020;Oslo;Indre By;Gamle Oslo;Simensbrekka;Utsikten  (mot Ekeberg);Lokal;Oslo;34;0;06:28:31;06:28:59;06:25:00;06:25:00;106;0
30003-2020-06-30T14:10:00+02:00;30/06/2020;Oslo;Indre By;Gamle Oslo;Etterstadgata  (mot Galgeberg);Vålerenga  (mot Galgeberg);Lokal;Viken;110;0;14:56:34;14:56:43;14:54:00;14:54:00;106;12
44002-2020-06-21T17:40:00+02:00;21/06/2020;Viken;Nordøst;Ullensaker;Jessheim vgs. Ringvegen;Jessheim skole (mot Jessheim st);Lokal;Viken;440;1;17:54:53;17:55:15;17:52:00;17:52:00;106;5
30011-2020-07-22T16:05:00+02:00;22/07/2020;Viken;Nordøst;Lillestrøm;Strømsbergveien;Stasjonsveien;Lokal;Viken;110;1;16:49:28;16:49:34;16:46:00;16:46:00;106;12
30027-2020-07-23T17:45:00+02:00;23/07/2020;Viken;Nordøst;Lillestrøm;Sagdalen;Jenseberget;Lokal;Viken;110;1;18:33:25;18:33:32;18:31:00;18:31:00;106;7
44004-2020-07-16T15:31:00+02:00;16/07/2020;Viken;Nordøst;Ullensaker;Nordkisa;Nordkisa syd;Lokal;Viken;440;0;15:43:11;15:43:30;15:41:00;15:41:00;106;4
24009-2020-08-13T06:21:00+02:00;13/08/2020;Viken;Vest;Bærum;Vøyenenga;Kirkerud;Lokal;Viken;240;0;06:28:36;06:28:41;06:27:00;06:27:00;69;0
44002-2020-08-02T22:31:00+02:00;02/08/2020;Viken;Nordøst;Ullensaker;Hervakrysset;Roald Amundsens veg Dir=2 Samme som 235030502;Lokal;Viken;440;0;23:13:50;23:13:54;23:12:00;23:12:00;106;2
44104-2020-06-11T06:05:00+02:00;11/06/2020;Viken;Nordøst;Nes;Rolstad;Fenstad garasje;Lokal;Viken;441;0;06:22:12;06:22:16;06:22:00;06:22:00;80;2
30007-2020-08-16T17:35:00+02:00;16/08/2020;Viken;Nordøst;Lørenskog;Glenneveien;Vallerudveien;Lokal;Viken;110;1;18:00:37;18:01:01;18:00:00;18:00:00;106;0
44003-2020-07-29T06:31:00+02:00;29/07/2020;Viken;Nordøst;Ullensaker;Kverndalen;Haugsletta;Lokal;Viken;440;0;07:06:30;07:06:57;07:06:00;07:06:00;106;7
30011-2020-06-17T16:15:00+02:00;17/06/2020;Viken;Nordøst;Lørenskog;Hovelsrudveien;Glitnegården;Lokal;Viken;110;1;16:51:08;16:51:11;16:49:00;16:49:00;106;0
44005-2020-06-18T15:31:00+02:00;18/06/2020;Viken;Nordøst;Ullensaker;Jessheim stasjon (Plattform 4);Jessheim skole;Lokal;Viken;440;0;16:00:22;16:01:36;15:58:00;15:58:00;106;3
44101-2020-07-25T14:05:00+02:00;25/07/2020;Viken;Nordøst;Eidsvoll;Bråeng;Melby (Nes);Lokal;Viken;441;0;14:19:38;14:19:40;14:18:00;14:18:00;80;0
30022-2020-06-15T10:40:00+02:00;15/06/2020;Viken;Nordøst;Lillestrøm;Sagdalen;Sagdalen skole;Lokal;Viken;110;0;10:44:10;10:44:41;10:43:00;10:43:00;106;6
30018-2020-06-24T12:20:00+02:00;24/06/2020;Viken;Nordøst;Lillestrøm;Jonas Lies gate;Jenseberget;Lokal;Viken;110;0;12:22:04;12:22:39;12:21:00;12:21:00;106;14
44001-2020-07-17T18:09:00+02:00;17/07/2020;Viken;Nordøst;Ullensaker;Skrytastubben;Skrythagen;Lokal;Viken;440;0;18:13:30;18:13:34;18:12:00;18:12:00;106;0
30024-2020-08-03T19:35:00+02:00;03/08/2020;Viken;Nordøst;Lørenskog;Hovelsrudveien;Glitnegården;Lokal;Viken;110;1;20:11:24;20:11:28;20:09:00;20:09:00;106;6
30009-2020-07-10T10:10:00+02:00;10/07/2020;Oslo;Nordøst;Stovner;Folkvangveien  (mot Furuset);Furuset skole  (Karihaugveien mot sentrum);Lokal;Viken;110;0;:;01:22:34;10:43:00;10:43:00;106;0
30001-2020-06-26T14:35:00+02:00;26/06/2020;Viken;Nordøst;Lillestrøm;Jonas Lies gate;Lillestrøm bussterminal (Plattform 18);Lokal;Viken;110;1;15:27:32;15:27:39;15:24:00;15:24:00;106;7
14006-2020-07-13T21:34:00+02:00;13/07/2020;Viken;Vest;Bærum;Terrasseveien;Stabekk kino;Lokal;Viken;130;0;21:52:19;21:52:26;21:48:00;21:48:00;130;5
45501-2020-06-08T10:30:00+02:00;08/06/2020;Viken;Nordøst;Nes;Røsslyngvegen;Østhagen;Lokal;Viken;455;1;10:49:11;10:49:37;10:47:00;10:47:00;80;4
14004-2020-08-20T06:40:00+02:00;20/08/2020;Viken;Vest;Bærum;Solberg;Valler skole (i Brynsvn);Lokal;Viken;130;1;07:02:29;07:02:58;07:00:00;07:00:00;130;2
45003-2020-07-17T10:00:00+02:00;17/07/2020;Viken;Nordøst;Nes;Solbakken;Neskollen (Hvamsveien);Lokal;Viken;450;0;10:10:49;10:10:51;10:08:00;10:08:00;106;2
14003-2020-08-06T12:49:00+02:00;06/08/2020;Viken;Vest;Bærum;Fossveien;Ekeberg;Lokal;Viken;130;0;12:58:53;12:59:16;12:56:00;12:56:00;130;-5
3115-2020-06-07T21:38:00+02:00;07/06/2020;Oslo;Nordøst;Grorud;Flaen  (fra Grorud);Kalbakkveien  (mot Veitvet);Lokal;Oslo;31;1;21:40:15;21:41:30;21:41:00;21:41:00;151;1
45502-2020-06-25T15:48:00+02:00;25/06/2020;Viken;Nordøst;Nes;Finholt;Holtteien;Lokal;Viken;455;1;16:03:05;16:03:31;15:59:00;15:59:00;80;-17
4604-2020-07-18T12:33:00+02:00;18/07/2020;Oslo;Vest;Vestre Aker;Krags vei  (mot Ankerveien);Ryghs vei  (mot Jarbakken);Lokal;Oslo;46;1;12:44:54;12:45:20;12:44:00;12:44:00;71;9
21005-2020-07-28T08:17:00+02:00;28/07/2020;Viken;Vest;Bærum;Åsbråtan;Kremlegrenda;Lokal;Viken;210;0;08:35:47;08:36:14;08:35:00;08:35:00;112;3
45003-2020-06-04T09:30:00+02:00;04/06/2020;Viken;Nordøst;Ullensaker;Romerike folkehøgskole;Grønvold;Lokal;Viken;450;0;10:11:42;10:11:45;10:10:00;10:10:00;106;-7
3118-2020-06-26T21:00:00+02:00;26/06/2020;Oslo;Nordøst;Grorud;Kalbakkveien  (mot Veitvet);Rødtvet  (mot Veitvet);Lokal;Oslo;31;1;21:10:56;21:11:25;21:04:00;21:04:00;151;1
3103-2020-06-12T12:39:00+02:00;12/06/2020;Oslo;Indre By;Sentrum;Nationaltheatret  (plf D mot øst);Wessels plass  (mot Jernbanetorget);Lokal;Oslo;31;0;13:03:28;13:04:06;13:01:00;13:01:00;151;11
